,Rooms,Bedroom2,Bathroom,BuildingArea,Landsize,Regionname,Price
454,4,4,3,151.96764988779805,1801,Western Metropolitan,1600000.0
455,2,2,1,151.96764988779805,136,Western Metropolitan,585000.0
456,3,3,1,151.96764988779805,574,Western Metropolitan,650000.0
457,3,3,1,151.96764988779805,606,Western Metropolitan,725000.0
458,3,3,2,151.96764988779805,289,Western Metropolitan,665000.0
459,3,3,1,151.96764988779805,177,Western Metropolitan,560500.0
460,3,3,1,151.96764988779805,649,Western Metropolitan,615000.0
461,3,3,1,151.96764988779805,704,Western Metropolitan,845000.0
462,3,3,1,151.96764988779805,322,Western Metropolitan,585000.0
463,2,2,1,151.96764988779805,263,Western Metropolitan,440000.0
464,3,3,1,149.0,766,Western Metropolitan,850000.0
465,5,5,2,151.96764988779805,574,Western Metropolitan,850000.0
466,3,3,1,106.0,581,Western Metropolitan,705000.0
467,4,4,3,395.0,873,Western Metropolitan,1100000.0
468,3,3,1,118.0,586,Western Metropolitan,892500.0
469,3,3,1,151.96764988779805,588,Western Metropolitan,695000.0
470,2,2,1,101.0,220,Western Metropolitan,522500.0
471,4,4,2,140.0,554,Western Metropolitan,680000.0
472,3,3,1,151.96764988779805,260,Western Metropolitan,500000.0
473,2,2,1,151.96764988779805,158,Western Metropolitan,550000.0
474,3,3,2,151.96764988779805,705,Western Metropolitan,730000.0
475,3,3,1,117.0,812,Western Metropolitan,875000.0
476,3,3,2,151.96764988779805,585,Western Metropolitan,850000.0
477,3,3,1,151.96764988779805,597,Western Metropolitan,635000.0
478,4,4,2,150.0,589,Western Metropolitan,762000.0
479,2,2,1,85.0,0,Western Metropolitan,411000.0
480,4,4,2,151.96764988779805,570,Western Metropolitan,790000.0
481,4,4,1,151.96764988779805,569,Western Metropolitan,605000.0
482,3,3,2,103.0,593,Western Metropolitan,805000.0
483,4,4,2,151.96764988779805,585,Western Metropolitan,890000.0
484,3,3,1,151.96764988779805,549,Western Metropolitan,795000.0
485,3,4,2,153.0,582,Western Metropolitan,634000.0
486,3,3,1,151.96764988779805,590,Western Metropolitan,642000.0
487,3,3,2,151.96764988779805,638,Western Metropolitan,863000.0
488,3,3,1,151.96764988779805,607,Western Metropolitan,740000.0
489,4,3,2,180.0,244,Southern Metropolitan,1819000.0
490,2,2,1,61.0,0,Southern Metropolitan,410000.0
491,1,1,1,151.96764988779805,0,Southern Metropolitan,280000.0
492,2,2,1,120.0,114,Southern Metropolitan,1015000.0
493,2,2,1,65.0,0,Southern Metropolitan,502500.0
494,2,2,1,58.0,0,Southern Metropolitan,520000.0
495,2,2,1,61.0,0,Southern Metropolitan,442000.0
496,3,3,1,100.0,178,Southern Metropolitan,1193000.0
497,2,2,1,49.0,0,Southern Metropolitan,416000.0
498,2,2,1,151.96764988779805,0,Southern Metropolitan,820000.0
499,2,2,1,59.0,0,Southern Metropolitan,474000.0
500,2,2,1,84.0,159,Southern Metropolitan,981000.0
501,3,3,2,159.0,339,Southern Metropolitan,1690000.0
502,2,2,1,51.0,483,Southern Metropolitan,540000.0
503,3,3,1,151.96764988779805,157,Southern Metropolitan,1080000.0
504,1,1,1,151.96764988779805,0,Southern Metropolitan,500000.0
505,2,2,0,151.96764988779805,0,Southern Metropolitan,497500.0
506,2,2,1,123.0,659,Southern Metropolitan,2100000.0
507,4,4,2,218.0,715,Southern Metropolitan,1800000.0
508,2,2,1,129.0,208,Southern Metropolitan,1255000.0
509,3,3,2,112.0,206,Southern Metropolitan,1070000.0
510,5,5,3,420.0,715,Southern Metropolitan,2570000.0
511,4,4,2,226.0,744,Southern Metropolitan,2400000.0
512,3,3,3,266.0,651,Southern Metropolitan,2200000.0
513,5,5,5,410.0,651,Southern Metropolitan,3250000.0
514,2,2,1,97.0,122,Southern Metropolitan,806000.0
515,6,6,4,449.0,2051,Southern Metropolitan,4000000.0
516,2,2,2,151.96764988779805,0,Southern Metropolitan,1215000.0
517,5,5,3,356.0,600,Southern Metropolitan,2250000.0
518,2,2,1,151.96764988779805,206,Southern Metropolitan,812000.0
519,3,3,2,151.96764988779805,175,Southern Metropolitan,1140000.0
520,3,3,2,151.96764988779805,853,Southern Metropolitan,2330000.0
521,5,5,3,349.0,678,Southern Metropolitan,2800000.0
522,2,2,1,151.96764988779805,0,Southern Metropolitan,605000.0
523,3,3,2,151.96764988779805,308,Southern Metropolitan,1255000.0
524,2,3,1,166.0,1015,Southern Metropolitan,1850000.0
525,2,3,1,151.96764988779805,209,Southern Metropolitan,805000.0
526,3,3,1,110.0,188,Southern Metropolitan,700000.0
527,4,4,2,151.96764988779805,664,Southern Metropolitan,2130000.0
528,2,2,1,72.0,0,Southern Metropolitan,500000.0
529,3,3,2,252.0,699,Southern Metropolitan,2125000.0
530,4,3,2,200.0,577,Southern Metropolitan,1800000.0
531,2,2,1,70.0,0,Southern Metropolitan,635000.0
532,2,2,1,73.0,0,Southern Metropolitan,526000.0
533,1,1,1,151.96764988779805,740,Southern Metropolitan,390000.0
534,3,3,1,150.0,281,Southern Metropolitan,905000.0
535,4,4,3,308.0,453,Southern Metropolitan,1750000.0
536,2,2,1,100.0,121,Southern Metropolitan,760000.0
537,4,4,3,151.96764988779805,1148,Southern Metropolitan,3180000.0
538,3,3,2,164.0,219,Southern Metropolitan,1367000.0
539,5,5,3,151.96764988779805,678,Southern Metropolitan,3600000.0
540,5,5,3,151.96764988779805,642,Southern Metropolitan,2550000.0
541,4,4,3,240.0,241,Southern Metropolitan,1400000.0
542,4,4,2,241.0,935,Southern Metropolitan,3270000.0
543,2,2,1,104.0,115,Southern Metropolitan,625000.0
544,2,2,1,151.96764988779805,104,Southern Metropolitan,700000.0
545,3,3,1,465.0,671,Southern Metropolitan,1860000.0
546,4,4,3,336.0,674,Southern Metropolitan,2730000.0
547,5,5,2,151.96764988779805,611,Southern Metropolitan,2020000.0
548,2,2,1,79.0,0,Southern Metropolitan,460000.0
549,4,3,1,151.96764988779805,832,Southern Metropolitan,2250000.0
550,2,2,1,98.0,231,Southern Metropolitan,1053000.0
551,3,3,2,151.96764988779805,380,Southern Metropolitan,1800000.0
552,3,3,2,170.0,306,Southern Metropolitan,1472000.0
553,3,3,1,151.96764988779805,651,Southern Metropolitan,2120000.0
554,3,3,1,151.96764988779805,697,Southern Metropolitan,1910000.0
555,2,2,1,88.0,87,Southern Metropolitan,754000.0
556,5,5,5,151.96764988779805,671,Southern Metropolitan,3000000.0
557,5,5,6,502.0,739,Southern Metropolitan,3400000.0
558,4,4,2,253.0,752,Southern Metropolitan,2188000.0
559,2,2,1,92.0,213,Southern Metropolitan,755000.0
560,4,4,3,151.96764988779805,596,Southern Metropolitan,2900000.0
561,4,4,3,350.0,1007,Southern Metropolitan,3290000.0
562,5,4,3,151.96764988779805,674,Southern Metropolitan,2665000.0
563,4,4,2,151.96764988779805,583,Southern Metropolitan,1801000.0
564,4,4,2,207.0,685,Southern Metropolitan,2410000.0
565,2,2,1,150.0,0,Southern Metropolitan,650000.0
566,4,4,2,151.96764988779805,842,Southern Metropolitan,2275000.0
567,5,5,3,151.96764988779805,1468,Southern Metropolitan,2810000.0
568,3,3,2,151.96764988779805,190,Southern Metropolitan,1385000.0
569,4,3,1,291.0,739,Southern Metropolitan,2000000.0
570,4,4,2,155.0,665,Southern Metropolitan,1900000.0
571,3,3,2,166.0,706,Southern Metropolitan,3401000.0
572,3,3,2,193.0,613,Southern Metropolitan,1750000.0
573,5,5,4,151.96764988779805,1437,Southern Metropolitan,4000000.0
574,3,3,2,151.96764988779805,259,Southern Metropolitan,1100000.0
575,5,5,3,420.0,715,Southern Metropolitan,3020000.0
576,3,4,2,151.96764988779805,650,Southern Metropolitan,2950000.0
577,5,4,2,260.0,981,Southern Metropolitan,2450000.0
578,3,2,1,151.96764988779805,844,Southern Metropolitan,1912000.0
579,2,2,1,80.0,130,Southern Metropolitan,730000.0
580,5,5,7,151.96764988779805,0,Southern Metropolitan,3900000.0
581,3,3,2,190.0,404,Southern Metropolitan,1500000.0
582,3,3,1,151.96764988779805,607,Southern Metropolitan,1850000.0
583,4,3,1,115.0,672,Southern Metropolitan,1700000.0
584,2,2,0,151.96764988779805,1611,Southern Metropolitan,1010000.0
585,3,3,2,167.0,260,Southern Metropolitan,1315000.0
586,3,3,2,154.0,778,Southern Metropolitan,1500000.0
587,4,4,4,275.0,1135,Southern Metropolitan,3230000.0
588,2,2,1,151.96764988779805,253,Southern Metropolitan,1080000.0
589,7,7,2,151.96764988779805,942,Southern Metropolitan,1350000.0
590,4,4,2,185.0,647,Southern Metropolitan,1905000.0
591,5,5,4,477.0,760,Southern Metropolitan,3300000.0
592,4,4,2,215.0,642,Southern Metropolitan,1900000.0
593,3,3,1,137.0,888,Southern Metropolitan,2251000.0
594,4,4,2,214.0,750,Southern Metropolitan,2205000.0
595,3,3,2,160.0,347,Southern Metropolitan,1265000.0
596,3,3,1,151.96764988779805,772,Southern Metropolitan,2000000.0
597,4,4,2,185.0,673,Southern Metropolitan,1750000.0
598,3,3,1,124.0,665,Southern Metropolitan,1450000.0
599,4,4,2,150.0,772,Southern Metropolitan,2614000.0
600,4,4,2,225.0,736,Southern Metropolitan,1825000.0
601,4,4,1,151.96764988779805,847,Southern Metropolitan,2550000.0
602,4,4,2,151.96764988779805,546,Southern Metropolitan,1570000.0
603,5,3,4,520.0,886,Southern Metropolitan,3250000.0
604,4,4,3,151.96764988779805,667,Southern Metropolitan,1750000.0
605,3,3,2,144.0,207,Southern Metropolitan,1150000.0
606,3,3,2,151.96764988779805,645,Southern Metropolitan,1575000.0
607,6,4,2,151.96764988779805,724,Southern Metropolitan,1505000.0
608,4,4,2,330.0,662,Southern Metropolitan,1572000.0
609,4,3,2,151.96764988779805,610,Southern Metropolitan,1500000.0
610,4,4,2,151.96764988779805,283,Southern Metropolitan,1400000.0
611,5,5,3,365.0,705,Southern Metropolitan,1750000.0
612,4,4,2,254.0,619,Southern Metropolitan,1850000.0
613,3,3,1,151.96764988779805,992,Southern Metropolitan,1480000.0
614,4,4,2,151.96764988779805,714,Southern Metropolitan,1400000.0
615,4,4,3,275.0,1274,Southern Metropolitan,2130000.0
616,3,3,2,151.96764988779805,244,Southern Metropolitan,1050000.0
617,5,4,4,154.0,624,Southern Metropolitan,3690000.0
618,4,4,2,275.0,610,Southern Metropolitan,1740000.0
619,4,4,3,355.0,657,Southern Metropolitan,2575000.0
620,4,3,2,247.0,517,Southern Metropolitan,1388800.0
621,4,4,2,151.96764988779805,715,Southern Metropolitan,1702000.0
622,4,4,2,165.0,587,Southern Metropolitan,1800000.0
623,4,4,3,247.0,1070,Southern Metropolitan,2910000.0
624,2,2,1,151.96764988779805,694,Southern Metropolitan,1400000.0
625,2,2,2,151.96764988779805,204,Southern Metropolitan,860000.0
626,4,4,3,151.96764988779805,689,Southern Metropolitan,1670000.0
627,5,3,1,151.96764988779805,800,Southern Metropolitan,1500000.0
628,5,5,3,355.0,900,Southern Metropolitan,2200000.0
629,4,4,2,151.96764988779805,815,Southern Metropolitan,1350000.0
630,5,5,2,151.96764988779805,1138,Southern Metropolitan,2070000.0
631,3,3,1,151.96764988779805,464,Southern Metropolitan,1300000.0
632,3,3,2,168.0,763,Southern Metropolitan,1700000.0
633,3,2,1,151.96764988779805,854,Southern Metropolitan,1750000.0
634,3,3,1,151.96764988779805,542,Southern Metropolitan,980000.0
635,3,3,3,188.0,310,Southern Metropolitan,1230000.0
636,7,5,3,529.0,637,Southern Metropolitan,2600000.0
637,4,3,3,232.0,665,Southern Metropolitan,1950000.0
638,5,5,2,170.0,710,Southern Metropolitan,1750000.0
639,5,5,2,244.0,1002,Southern Metropolitan,2000000.0
640,3,3,1,116.0,605,Southern Metropolitan,1480000.0
641,4,4,3,50.0,1247,Southern Metropolitan,3000000.0
642,3,3,1,90.0,722,Southern Metropolitan,1818000.0
643,4,4,2,151.96764988779805,1040,Southern Metropolitan,2170000.0
644,4,4,2,196.0,1235,Southern Metropolitan,2525000.0
645,4,4,3,420.0,904,Southern Metropolitan,3360000.0
646,4,4,2,151.96764988779805,654,Southern Metropolitan,1620000.0
647,3,3,1,720.0,713,Southern Metropolitan,1903000.0
648,4,3,2,151.96764988779805,639,Southern Metropolitan,1712000.0
649,4,4,3,170.0,869,Southern Metropolitan,1720000.0
650,4,4,1,151.96764988779805,1042,Southern Metropolitan,1670000.0
651,2,2,1,151.96764988779805,467,Southern Metropolitan,1350000.0
652,4,4,2,201.0,667,Southern Metropolitan,1675000.0
653,4,4,3,200.0,362,Southern Metropolitan,1680000.0
654,3,3,1,151.96764988779805,809,Southern Metropolitan,1800000.0
655,4,4,3,151.96764988779805,707,Southern Metropolitan,1550000.0
656,5,5,5,518.0,1364,Southern Metropolitan,4000000.0
657,3,4,2,151.96764988779805,917,Southern Metropolitan,2900000.0
658,4,4,2,250.0,1010,Southern Metropolitan,2205000.0
659,3,3,2,151.96764988779805,349,Southern Metropolitan,1137000.0
660,3,3,2,175.0,949,Southern Metropolitan,2100000.0
661,2,2,1,151.96764988779805,701,Southern Metropolitan,1389000.0
662,2,2,1,85.0,177,Southern Metropolitan,685000.0
663,6,6,1,5.0,691,Southern Metropolitan,1900000.0
664,3,3,2,177.0,368,Southern Metropolitan,1335000.0
665,3,3,2,151.96764988779805,760,Southern Metropolitan,1600000.0
666,3,3,2,151.96764988779805,493,Southern Metropolitan,1830000.0
667,4,4,2,165.0,587,Southern Metropolitan,1900000.0
668,5,5,2,151.96764988779805,605,Southern Metropolitan,1500000.0
669,2,2,1,151.96764988779805,1075,Southern Metropolitan,735000.0
670,2,2,1,112.0,250,Southern Metropolitan,1040000.0
671,3,3,1,151.96764988779805,622,Southern Metropolitan,1520000.0
672,4,4,2,153.0,644,Southern Metropolitan,1250000.0
673,6,6,3,151.96764988779805,808,Southern Metropolitan,1900000.0
674,5,5,3,200.0,842,Southern Metropolitan,1875000.0
675,4,4,2,198.0,701,Southern Metropolitan,1530000.0
676,4,3,2,175.0,754,Southern Metropolitan,1700000.0
677,3,3,2,151.96764988779805,186,Southern Metropolitan,1238000.0
678,3,3,1,151.96764988779805,635,Southern Metropolitan,1320000.0
679,2,2,1,151.96764988779805,0,Southern Metropolitan,560000.0
680,3,3,1,151.0,657,Southern Metropolitan,1651000.0
681,5,5,3,355.0,900,Southern Metropolitan,1920000.0
682,5,5,2,199.0,845,Southern Metropolitan,1560000.0
683,5,7,2,151.96764988779805,942,Southern Metropolitan,1550000.0
684,3,3,2,144.0,207,Southern Metropolitan,1038000.0
685,5,4,3,193.0,737,Southern Metropolitan,1660000.0
686,3,3,2,151.96764988779805,458,Southern Metropolitan,1260000.0
687,3,3,1,151.96764988779805,75100,Southern Metropolitan,2000000.0
688,4,4,2,151.96764988779805,620,Southern Metropolitan,2155000.0
689,3,3,2,151.96764988779805,282,Southern Metropolitan,1225000.0
690,4,4,2,151.96764988779805,730,Southern Metropolitan,2150000.0
691,3,3,2,147.0,720,Southern Metropolitan,1770000.0
692,2,3,1,102.0,0,Southern Metropolitan,691500.0
693,5,4,2,151.96764988779805,939,Southern Metropolitan,1836000.0
694,2,2,1,151.96764988779805,202,Southern Metropolitan,636000.0
695,2,2,1,151.96764988779805,599,Southern Metropolitan,1275000.0
696,3,3,1,121.0,348,Southern Metropolitan,875000.0
697,3,3,2,151.96764988779805,362,Southern Metropolitan,895000.0
698,2,2,1,151.96764988779805,730,Southern Metropolitan,1550000.0
699,4,4,1,151.96764988779805,786,Southern Metropolitan,1420000.0
700,3,3,2,143.0,613,Southern Metropolitan,1425000.0
701,2,2,1,250.0,140,Southern Metropolitan,851000.0
702,3,3,2,181.0,299,Southern Metropolitan,1222500.0
703,4,4,2,151.96764988779805,793,Southern Metropolitan,1260000.0
704,4,4,3,151.96764988779805,628,Southern Metropolitan,2700000.0
705,3,3,2,151.96764988779805,418,Southern Metropolitan,900000.0
706,3,3,2,151.96764988779805,0,Southern Metropolitan,1100000.0
707,7,7,3,151.96764988779805,607,Southern Metropolitan,1005000.0
708,3,3,1,127.0,576,Southern Metropolitan,1317500.0
709,2,2,1,69.0,0,Southern Metropolitan,360000.0
710,4,3,3,212.0,291,Southern Metropolitan,1435000.0
711,3,3,1,164.0,692,Southern Metropolitan,1110000.0
712,4,3,2,250.0,795,Southern Metropolitan,2435000.0
713,3,3,2,222.0,565,Southern Metropolitan,1500000.0
714,4,4,2,194.0,697,Southern Metropolitan,1300000.0
715,2,2,1,151.96764988779805,298,Southern Metropolitan,855000.0
716,3,3,1,116.0,584,Southern Metropolitan,1125000.0
717,3,3,1,151.96764988779805,627,Southern Metropolitan,1135000.0
718,3,3,2,151.96764988779805,578,Southern Metropolitan,867000.0
719,4,3,2,112.0,610,Southern Metropolitan,1328000.0
720,3,3,2,135.0,526,Southern Metropolitan,1340000.0
721,4,4,3,205.0,271,Southern Metropolitan,1155000.0
722,3,3,1,138.0,758,Southern Metropolitan,1275000.0
723,3,3,2,151.96764988779805,0,Southern Metropolitan,770000.0
724,2,2,1,103.0,296,Southern Metropolitan,855000.0
725,3,3,2,151.96764988779805,333,Southern Metropolitan,1100000.0
726,2,2,1,92.0,116,Southern Metropolitan,650000.0
727,4,4,2,233.0,902,Southern Metropolitan,1815000.0
728,4,4,3,353.0,557,Southern Metropolitan,2255000.0
729,3,3,2,151.96764988779805,613,Southern Metropolitan,1470000.0
730,2,2,1,151.96764988779805,1045,Southern Metropolitan,420000.0
731,2,2,2,475.0,226,Southern Metropolitan,855000.0
732,4,4,1,151.96764988779805,567,Southern Metropolitan,1450000.0
733,3,3,2,151.96764988779805,590,Southern Metropolitan,1200000.0
734,4,4,2,197.0,855,Southern Metropolitan,1860000.0
735,2,2,1,100.0,227,Southern Metropolitan,725000.0
736,3,3,1,108.0,632,Southern Metropolitan,1293000.0
737,3,3,1,151.96764988779805,723,Southern Metropolitan,1390000.0
738,3,3,2,151.96764988779805,699,Southern Metropolitan,1400000.0
739,3,3,2,245.0,690,Southern Metropolitan,1328000.0
740,4,4,2,255.0,354,Southern Metropolitan,1247000.0
741,3,3,2,151.96764988779805,592,Southern Metropolitan,1311000.0
742,3,3,1,151.96764988779805,382,Southern Metropolitan,1100000.0
743,3,3,1,151.96764988779805,700,Southern Metropolitan,1327500.0
744,4,4,3,151.96764988779805,695,Southern Metropolitan,1560000.0
745,3,3,1,143.0,624,Southern Metropolitan,1370000.0
746,3,3,1,151.96764988779805,632,Southern Metropolitan,1100000.0
747,4,4,2,151.96764988779805,576,Southern Metropolitan,1385000.0
748,3,3,2,151.96764988779805,309,Southern Metropolitan,1275000.0
749,3,3,2,170.0,581,Southern Metropolitan,1095000.0
750,2,2,1,151.96764988779805,321,Southern Metropolitan,797500.0
751,2,2,1,88.0,677,Southern Metropolitan,725000.0
752,3,3,2,149.0,147,Southern Metropolitan,825000.0
753,3,3,2,160.0,0,Southern Metropolitan,1235000.0
754,5,5,3,151.96764988779805,772,Southern Metropolitan,1600000.0
755,3,3,1,125.0,694,Southern Metropolitan,1165000.0
756,4,4,2,151.96764988779805,591,Southern Metropolitan,1355000.0
757,4,4,2,284.0,736,Southern Metropolitan,1910000.0
758,3,3,2,151.96764988779805,568,Southern Metropolitan,1448000.0
759,2,2,1,109.0,336,Southern Metropolitan,820000.0
760,3,3,1,151.96764988779805,0,Southern Metropolitan,895000.0
761,4,4,2,151.96764988779805,292,Southern Metropolitan,1041000.0
762,4,4,2,168.0,611,Southern Metropolitan,1430000.0
763,2,2,1,96.0,274,Southern Metropolitan,910000.0
764,4,4,4,361.0,579,Southern Metropolitan,2520000.0
765,3,3,1,151.96764988779805,617,Southern Metropolitan,1350000.0
766,2,2,1,151.96764988779805,118,Southern Metropolitan,635000.0
767,3,3,2,151.96764988779805,587,Southern Metropolitan,1280000.0
768,5,5,2,250.0,567,Southern Metropolitan,1900000.0
769,3,3,1,151.96764988779805,676,Southern Metropolitan,1230000.0
770,4,4,2,766.0,384,Southern Metropolitan,1150000.0
771,4,3,2,151.96764988779805,570,Southern Metropolitan,1650000.0
772,2,2,2,90.0,123,Southern Metropolitan,670000.0
773,2,2,1,107.0,83,Southern Metropolitan,680000.0
774,4,4,3,220.0,346,Southern Metropolitan,1320000.0
775,4,4,1,151.96764988779805,580,Southern Metropolitan,1380000.0
776,6,6,3,275.0,708,Southern Metropolitan,1900000.0
777,3,2,2,150.0,572,Southern Metropolitan,1535000.0
778,4,3,1,150.0,594,Southern Metropolitan,1281000.0
779,3,3,2,151.96764988779805,292,Southern Metropolitan,1096000.0
780,5,5,2,178.0,664,Southern Metropolitan,1385000.0
781,3,3,1,151.96764988779805,0,Southern Metropolitan,517500.0
782,4,4,2,151.96764988779805,345,Southern Metropolitan,1245000.0
783,2,2,1,151.96764988779805,0,Southern Metropolitan,503000.0
784,4,4,4,361.0,579,Southern Metropolitan,2620000.0
785,2,2,1,151.96764988779805,192,Southern Metropolitan,760000.0
786,2,2,1,151.96764988779805,0,Southern Metropolitan,405000.0
787,2,2,1,151.96764988779805,768,Southern Metropolitan,1410000.0
788,3,3,1,151.96764988779805,287,Southern Metropolitan,760000.0
789,2,2,2,125.0,176,Southern Metropolitan,825000.0
790,2,2,1,95.0,281,Southern Metropolitan,746000.0
791,1,1,1,151.96764988779805,105,Southern Metropolitan,580000.0
792,5,5,2,190.0,683,Southern Metropolitan,1275000.0
793,3,3,1,151.96764988779805,603,Southern Metropolitan,1206000.0
794,3,3,2,151.96764988779805,297,Southern Metropolitan,1115000.0
795,4,4,2,151.96764988779805,591,Southern Metropolitan,1190000.0
796,4,4,2,151.96764988779805,0,Southern Metropolitan,1270000.0
797,3,3,2,120.0,384,Southern Metropolitan,1025000.0
